gene_name	mod_code	chrom	start0	end0	strand	n_tx_tested	test_name	stat_name	stat_value	p_value	effect_max_abs_frac_diff	per_transcript_json	p_adj_bh
RIOK3	17596	chr18	23482437	23482438	+	4	chi2_4x2_pc0.5	chi2	176.65723527328134	4.648495371192609e-38	0.02974	"[{""ZN"":1,""Ncov"":5899,""Nmod"":0,""frac"":0.0},{""ZN"":3,""Ncov"":1777,""Nmod"":5,""frac"":0.0028137310073157004},{""ZN"":5,""Ncov"":538,""Nmod"":16,""frac"":0.02973977695167286},{""ZN"":6,""Ncov"":313,""Nmod"":8,""frac"":0.025559105431309903}]"	2.1310030923081546e-35
MXD1	a	chr2	69938255	69938256	+	3	chi2_3x2_pc0.5	chi2	170.39514246421714	9.98079056050134e-38	0.347646	"[{""ZN"":1,""Ncov"":1967,""Nmod"":1435,""frac"":0.7295373665480427},{""ZN"":2,""Ncov"":752,""Nmod"":442,""frac"":0.5877659574468085},{""ZN"":3,""Ncov"":449,""Nmod"":420,""frac"":0.9354120267260579}]"	4.4952079871787787e-35
ALCAM	69426	chr3	105367028	105367029	+	4	chi2_4x2_pc0.5	chi2	173.63848693476427	2.0850889307652917e-37	0.117298	"[{""ZN"":1,""Ncov"":2888,""Nmod"":20,""frac"":0.006925207756232687},{""ZN"":2,""Ncov"":609,""Nmod"":5,""frac"":0.008210180623973728},{""ZN"":3,""Ncov"":391,""Nmod"":5,""frac"":0.01278772378516624},{""ZN"":4,""Ncov"":161,""Nmod"":20,""frac"":0.12422360248447205}]"	9.229035005276995e-35
ALCAM	19228	chr3	105366894	105366895	+	3	chi2_3x2_pc0.5	chi2	167.77244380313041	3.7040489762065247e-37	0.304348	"[{""ZN"":1,""Ncov"":534,""Nmod"":0,""frac"":0.0},{""ZN"":2,""Ncov"":70,""Nmod"":0,""frac"":0.0},{""ZN"":3,""Ncov"":23,""Nmod"":7,""frac"":0.30434782608695654}]"	1.6117007680876932e-34
MXD1	a	chr2	69939594	69939595	+	3	chi2_3x2_pc0.5	chi2	167.33039997244634	4.620248329192208e-37	0.152954	"[{""ZN"":1,""Ncov"":2144,""Nmod"":86,""frac"":0.04011194029850746},{""ZN"":2,""Ncov"":799,""Nmod"":31,""frac"":0.03879849812265332},{""ZN"":3,""Ncov"":485,""Nmod"":93,""frac"":0.19175257731958764}]"	1.976850251783706e-34
RIOK3	m	chr18	23477244	23477245	+	6	chi2_6x2_pc0.5	chi2	178.3271469217234	1.2180987381946531e-36	0.044304	"[{""ZN"":1,""Ncov"":5655,""Nmod"":7,""frac"":0.001237842617152962},{""ZN"":2,""Ncov"":2896,""Nmod"":6,""frac"":0.0020718232044198894},{""ZN"":3,""Ncov"":1788,""Nmod"":6,""frac"":0.003355704697986577},{""ZN"":4,""Ncov"":1094,""Nmod"":6,""frac"":0.005484460694698354},{""ZN"":5,""Ncov"":542,""Nmod"":0,""frac"":0.0},{""ZN"":6,""Ncov"":316,""Nmod"":14,""frac"":0.04430379746835443}]"	5.1263984929398576e-34
MXD1	a	chr2	69939196	69939197	+	3	chi2_3x2_pc0.5	chi2	164.4105628964871	1.9892981727915756e-36	0.264688	"[{""ZN"":1,""Ncov"":1966,""Nmod"":261,""frac"":0.13275686673448628},{""ZN"":2,""Ncov"":725,""Nmod"":59,""frac"":0.08137931034482758},{""ZN"":3,""Ncov"":445,""Nmod"":154,""frac"":0.34606741573033706}]"	8.236977853533118e-34
RIOK3	19227	chr18	23482630	23482631	+	4	chi2_4x2_pc0.5	chi2	168.55963789678725	2.6038173063688087e-36	0.060317	"[{""ZN"":1,""Ncov"":5912,""Nmod"":25,""frac"":0.004228687415426252},{""ZN"":3,""Ncov"":1778,""Nmod"":6,""frac"":0.003374578177727784},{""ZN"":5,""Ncov"":526,""Nmod"":0,""frac"":0.0},{""ZN"":6,""Ncov"":315,""Nmod"":19,""frac"":0.06031746031746032}]"	1.0610348871285723e-33
ALCAM	a	chr3	105575838	105575839	+	3	chi2_3x2_pc0.5	chi2	163.67732238161534	2.870258676739226e-36	0.224593	"[{""ZN"":1,""Ncov"":5509,""Nmod"":567,""frac"":0.10292249047013977},{""ZN"":2,""Ncov"":892,""Nmod"":79,""frac"":0.08856502242152467},{""ZN"":4,""Ncov"":380,""Nmod"":119,""frac"":0.3131578947368421}]"	1.151332511707022e-33
RIOK3	19228	chr18	23481476	23481477	+	6	chi2_6x2_pc0.5	chi2	175.6632029273954	4.5129003871876516e-36	0.025229	"[{""ZN"":1,""Ncov"":5871,""Nmod"":7,""frac"":0.0011923011412025208},{""ZN"":2,""Ncov"":2616,""Nmod"":66,""frac"":0.02522935779816514},{""ZN"":3,""Ncov"":1754,""Nmod"":0,""frac"":0.0},{""ZN"":4,""Ncov"":949,""Nmod"":6,""frac"":0.006322444678609062},{""ZN"":5,""Ncov"":534,""Nmod"":0,""frac"":0.0},{""ZN"":6,""Ncov"":320,""Nmod"":0,""frac"":0.0}]"	1.7823873652289442e-33
ALCAM	69426	chr3	105575409	105575410	+	3	chi2_3x2_pc0.5	chi2	162.23986270370852	5.889269675079527e-36	0.026525	"[{""ZN"":1,""Ncov"":5551,""Nmod"":0,""frac"":0.0},{""ZN"":2,""Ncov"":901,""Nmod"":0,""frac"":0.0},{""ZN"":4,""Ncov"":377,""Nmod"":10,""frac"":0.026525198938992044}]"	2.2907474408885092e-33
RIOK3	69426	chr18	23477257	23477258	+	6	chi2_6x2_pc0.5	chi2	172.9626019098224	1.7017903539552527e-35	0.035023	"[{""ZN"":1,""Ncov"":5654,""Nmod"":7,""frac"":0.001238061549345596},{""ZN"":2,""Ncov"":2880,""Nmod"":36,""frac"":0.0125},{""ZN"":3,""Ncov"":1771,""Nmod"":0,""frac"":0.0},{""ZN"":4,""Ncov"":1085,""Nmod"":38,""frac"":0.035023041474654376},{""ZN"":5,""Ncov"":531,""Nmod"":5,""frac"":0.009416195856873822},{""ZN"":6,""Ncov"":317,""Nmod"":0,""frac"":0.0}]"	6.520651039811827e-33
RIOK3	17802	chr18	23481437	23481438	+	6	chi2_6x2_pc0.5	chi2	171.96206751716403	2.7824898103903713e-35	0.061574	"[{""ZN"":1,""Ncov"":5710,""Nmod"":420,""frac"":0.07355516637478109},{""ZN"":2,""Ncov"":3074,""Nmod"":56,""frac"":0.018217306441119064},{""ZN"":3,""Ncov"":1734,""Nmod"":76,""frac"":0.04382929642445214},{""ZN"":4,""Ncov"":1085,""Nmod"":13,""frac"":0.011981566820276499},{""ZN"":5,""Ncov"":521,""Nmod"":19,""frac"":0.036468330134357005},{""ZN"":6,""Ncov"":306,""Nmod"":14,""frac"":0.0457516339869281}]"	1.0504717413579649e-32
RIOK3	17802	chr18	23477006	23477007	+	6	chi2_6x2_pc0.5	chi2	171.47729935481814	3.5308714747679165e-35	0.077218	"[{""ZN"":1,""Ncov"":5372,""Nmod"":30,""frac"":0.005584512285927029},{""ZN"":2,""Ncov"":2697,""Nmod"":33,""frac"":0.012235817575083427},{""ZN"":3,""Ncov"":1763,""Nmod"":21,""frac"":0.01191151446398185},{""ZN"":4,""Ncov"":1091,""Nmod"":19,""frac"":0.017415215398716773},{""ZN"":5,""Ncov"":536,""Nmod"":18,""frac"":0.033582089552238806},{""ZN"":6,""Ncov"":314,""Nmod"":26,""frac"":0.08280254777070063}]"	1.313688876815101e-32
RIOK3	19228	chr18	23481634	23481635	+	4	chi2_4x2_pc0.5	chi2	162.8188558257602	4.5161701057879375e-35	0.023179	"[{""ZN"":1,""Ncov"":5724,""Nmod"":0,""frac"":0.0},{""ZN"":3,""Ncov"":1726,""Nmod"":0,""frac"":0.0},{""ZN"":5,""Ncov"":536,""Nmod"":0,""frac"":0.0},{""ZN"":6,""Ncov"":302,""Nmod"":7,""frac"":0.023178807947019868}]"	1.6562731279398275e-32
MXD1	19229	chr2	69940639	69940640	+	3	chi2_3x2_pc0.5	chi2	157.86301373592906	5.253903829371958e-35	0.202222	"[{""ZN"":1,""Ncov"":1859,""Nmod"":294,""frac"":0.15814954276492738},{""ZN"":2,""Ncov"":799,""Nmod"":0,""frac"":0.0},{""ZN"":3,""Ncov"":450,""Nmod"":91,""frac"":0.20222222222222222}]"	1.8996932268681253e-32
ALCAM	19229	chr3	105366964	105366965	+	4	chi2_4x2_pc0.5	chi2	162.21200752859858	6.105829526012036e-35	0.084337	"[{""ZN"":1,""Ncov"":2989,""Nmod"":7,""frac"":0.00234192037470726},{""ZN"":2,""Ncov"":623,""Nmod"":7,""frac"":0.011235955056179775},{""ZN"":3,""Ncov"":406,""Nmod"":0,""frac"":0.0},{""ZN"":4,""Ncov"":166,""Nmod"":14,""frac"":0.08433734939759036}]"	2.1770674387747358e-32
ALCAM	m	chr3	105524463	105524464	+	4	chi2_4x2_pc0.5	chi2	162.00019213865045	6.783588651214553e-35	0.1	"[{""ZN"":1,""Ncov"":3697,""Nmod"":55,""frac"":0.014876927238301325},{""ZN"":2,""Ncov"":726,""Nmod"":0,""frac"":0.0},{""ZN"":3,""Ncov"":460,""Nmod"":46,""frac"":0.1},{""ZN"":4,""Ncov"":274,""Nmod"":12,""frac"":0.043795620437956206}]"	2.385592984301096e-32
ALCAM	69426	chr3	105524485	105524486	+	4	chi2_4x2_pc0.5	chi2	161.6083343993055	8.241966160781746e-35	0.052632	"[{""ZN"":1,""Ncov"":3749,""Nmod"":10,""frac"":0.002667377967457989},{""ZN"":2,""Ncov"":726,""Nmod"":0,""frac"":0.0},{""ZN"":3,""Ncov"":475,""Nmod"":25,""frac"":0.05263157894736842},{""ZN"":4,""Ncov"":277,""Nmod"":0,""frac"":0.0}]"	2.8592939902647157e-32
RIOK3	19227	chr18	23482968	23482969	+	4	chi2_4x2_pc0.5	chi2	161.05497368717278	1.0850652084116381e-34	0.036329	"[{""ZN"":1,""Ncov"":5859,""Nmod"":12,""frac"":0.002048131080389145},{""ZN"":3,""Ncov"":1771,""Nmod"":0,""frac"":0.0},{""ZN"":5,""Ncov"":523,""Nmod"":19,""frac"":0.036328871892925434},{""ZN"":6,""Ncov"":317,""Nmod"":0,""frac"":0.0}]"	3.714105870712477e-32
RIOK3	19229	chr18	23482366	23482367	+	4	chi2_4x2_pc0.5	chi2	160.3525454840448	1.5383269230536936e-34	0.022508	"[{""ZN"":1,""Ncov"":5837,""Nmod"":0,""frac"":0.0},{""ZN"":3,""Ncov"":1728,""Nmod"":0,""frac"":0.0},{""ZN"":5,""Ncov"":535,""Nmod"":0,""frac"":0.0},{""ZN"":6,""Ncov"":311,""Nmod"":7,""frac"":0.022508038585209004}]"	5.196306416925582e-32
RIOK3	19229	chr18	23483071	23483072	+	4	chi2_4x2_pc0.5	chi2	160.09854462611372	1.7452763664261766e-34	0.022013	"[{""ZN"":1,""Ncov"":5943,""Nmod"":0,""frac"":0.0},{""ZN"":3,""Ncov"":1782,""Nmod"":0,""frac"":0.0},{""ZN"":5,""Ncov"":544,""Nmod"":0,""frac"":0.0},{""ZN"":6,""Ncov"":318,""Nmod"":7,""frac"":0.0220125786163522}]"	5.818796737518546e-32
MXD1	19227	chr2	69938841	69938842	+	3	chi2_3x2_pc0.5	chi2	155.40188151543921	1.7984989567343478e-34	0.081761	"[{""ZN"":1,""Ncov"":2059,""Nmod"":13,""frac"":0.006313744536182613},{""ZN"":2,""Ncov"":754,""Nmod"":0,""frac"":0.0},{""ZN"":3,""Ncov"":477,""Nmod"":39,""frac"":0.08176100628930817}]"	5.919367335549253e-32
RIOK3	19229	chr18	23482754	23482755	+	4	chi2_4x2_pc0.5	chi2	159.9437283500901	1.884840601585681e-34	0.021944	"[{""ZN"":1,""Ncov"":5952,""Nmod"":0,""frac"":0.0},{""ZN"":3,""Ncov"":1791,""Nmod"":0,""frac"":0.0},{""ZN"":5,""Ncov"":544,""Nmod"":0,""frac"":0.0},{""ZN"":6,""Ncov"":319,""Nmod"":7,""frac"":0.0219435736677116}]"	6.125016192899697e-32
RIOK3	19227	chr18	23482102	23482103	+	4	chi2_4x2_pc0.5	chi2	159.84581263154325	1.978816001862646e-34	0.021944	"[{""ZN"":1,""Ncov"":5948,""Nmod"":0,""frac"":0.0},{""ZN"":3,""Ncov"":1790,""Nmod"":0,""frac"":0.0},{""ZN"":5,""Ncov"":544,""Nmod"":0,""frac"":0.0},{""ZN"":6,""Ncov"":319,""Nmod"":7,""frac"":0.0219435736677116}]"	6.350020549977232e-32
RIOK3	17802	chr18	23482158	23482159	+	4	chi2_4x2_pc0.5	chi2	159.48908148886798	2.3625957013678598e-34	0.042345	"[{""ZN"":1,""Ncov"":5793,""Nmod"":13,""frac"":0.00224408769204212},{""ZN"":3,""Ncov"":1752,""Nmod"":0,""frac"":0.0},{""ZN"":5,""Ncov"":536,""Nmod"":0,""frac"":0.0},{""ZN"":6,""Ncov"":307,""Nmod"":13,""frac"":0.04234527687296417}]"	7.487969980927864e-32
RIOK3	19229	chr18	23481641	23481642	+	4	chi2_4x2_pc0.5	chi2	159.30404503356758	2.590124222745519e-34	0.021944	"[{""ZN"":1,""Ncov"":5935,""Nmod"":0,""frac"":0.0},{""ZN"":3,""Ncov"":1783,""Nmod"":0,""frac"":0.0},{""ZN"":5,""Ncov"":536,""Nmod"":0,""frac"":0.0},{""ZN"":6,""Ncov"":319,""Nmod"":7,""frac"":0.0219435736677116}]"	8.108984030039384e-32
RIOK3	19229	chr18	23481807	23481808	+	4	chi2_4x2_pc0.5	chi2	159.02315715540044	2.9780784374324615e-34	0.021944	"[{""ZN"":1,""Ncov"":5912,""Nmod"":0,""frac"":0.0},{""ZN"":3,""Ncov"":1784,""Nmod"":0,""frac"":0.0},{""ZN"":5,""Ncov"":544,""Nmod"":0,""frac"":0.0},{""ZN"":6,""Ncov"":319,""Nmod"":7,""frac"":0.0219435736677116}]"	9.211232487441704e-32
RIOK3	a	chr18	23482710	23482711	+	4	chi2_4x2_pc0.5	chi2	158.07347827413096	4.773882278241257e-34	0.022152	"[{""ZN"":1,""Ncov"":5839,""Nmod"":0,""frac"":0.0},{""ZN"":3,""Ncov"":1750,""Nmod"":0,""frac"":0.0},{""ZN"":5,""Ncov"":525,""Nmod"":0,""frac"":0.0},{""ZN"":6,""Ncov"":316,""Nmod"":7,""frac"":0.022151898734177215}]"	1.4589893553215423e-31
ALCAM	19229	chr3	105367252	105367253	+	4	chi2_4x2_pc0.5	chi2	157.90405054299683	5.193169449614064e-34	0.21595	"[{""ZN"":1,""Ncov"":3185,""Nmod"":204,""frac"":0.06405023547880691},{""ZN"":2,""Ncov"":684,""Nmod"":105,""frac"":0.15350877192982457},{""ZN"":3,""Ncov"":429,""Nmod"":64,""frac"":0.14918414918414918},{""ZN"":4,""Ncov"":200,""Nmod"":56,""frac"":0.28}]"	1.5684593660057914e-31
RIOK3	19227	chr18	23482157	23482158	+	4	chi2_4x2_pc0.5	chi2	156.09489703932036	1.2758928006825153e-33	0.023729	"[{""ZN"":1,""Ncov"":5426,""Nmod"":0,""frac"":0.0},{""ZN"":3,""Ncov"":1568,""Nmod"":0,""frac"":0.0},{""ZN"":5,""Ncov"":488,""Nmod"":0,""frac"":0.0},{""ZN"":6,""Ncov"":295,""Nmod"":7,""frac"":0.023728813559322035}]"	3.8086883696652945e-31
RIOK3	a	chr18	23481454	23481455	+	6	chi2_6x2_pc0.5	chi2	158.96152308802897	1.647672150353878e-32	0.051306	"[{""ZN"":1,""Ncov"":5840,""Nmod"":50,""frac"":0.008561643835616438},{""ZN"":2,""Ncov"":3060,""Nmod"":106,""frac"":0.034640522875816995},{""ZN"":3,""Ncov"":1776,""Nmod"":17,""frac"":0.009572072072072071},{""ZN"":4,""Ncov"":1072,""Nmod"":55,""frac"":0.051305970149253734},{""ZN"":5,""Ncov"":541,""Nmod"":0,""frac"":0.0},{""ZN"":6,""Ncov"":308,""Nmod"":12,""frac"":0.03896103896103896}]"	4.8619585567683625e-30
RIOK3	17596	chr18	23482353	23482354	+	4	chi2_4x2_pc0.5	chi2	150.91071035682864	1.6761213591121687e-32	0.068408	"[{""ZN"":1,""Ncov"":5747,""Nmod"":46,""frac"":0.00800417609187402},{""ZN"":3,""Ncov"":1691,""Nmod"":36,""frac"":0.021289178001182733},{""ZN"":5,""Ncov"":513,""Nmod"":29,""frac"":0.056530214424951264},{""ZN"":6,""Ncov"":301,""Nmod"":23,""frac"":0.07641196013289037}]"	4.889703128537227e-30
MXD1	a	chr2	69940357	69940358	+	3	chi2_3x2_pc0.5	chi2	145.93895465413135	2.0406036046919066e-32	0.143892	"[{""ZN"":1,""Ncov"":1999,""Nmod"":72,""frac"":0.03601800900450225},{""ZN"":2,""Ncov"":785,""Nmod"":7,""frac"":0.008917197452229299},{""ZN"":3,""Ncov"":445,""Nmod"":68,""frac"":0.15280898876404495}]"	5.88610963366861e-30
RIOK3	m	chr18	23481794	23481795	+	4	chi2_4x2_pc0.5	chi2	150.13693553280658	2.4616528919362708e-32	0.053604	"[{""ZN"":1,""Ncov"":5902,""Nmod"":32,""frac"":0.005421890884445951},{""ZN"":3,""Ncov"":1786,""Nmod"":8,""frac"":0.004479283314669653},{""ZN"":5,""Ncov"":541,""Nmod"":29,""frac"":0.053604436229205174},{""ZN"":6,""Ncov"":318,""Nmod"":0,""frac"":0.0}]"	7.021728115754216e-30
ALCAM	17596	chr3	105524411	105524412	+	4	chi2_4x2_pc0.5	chi2	147.85530562347284	7.64530651570573e-32	0.043956	"[{""ZN"":1,""Ncov"":3666,""Nmod"":0,""frac"":0.0},{""ZN"":2,""Ncov"":727,""Nmod"":5,""frac"":0.0068775790921595595},{""ZN"":3,""Ncov"":490,""Nmod"":0,""frac"":0.0},{""ZN"":4,""Ncov"":273,""Nmod"":12,""frac"":0.04395604395604396}]"	2.1568165810021705e-29
RIOK3	m	chr18	23481363	23481364	+	6	chi2_6x2_pc0.5	chi2	155.6605803398562	8.320780023679763e-32	0.021944	"[{""ZN"":1,""Ncov"":5912,""Nmod"":0,""frac"":0.0},{""ZN"":2,""Ncov"":3102,""Nmod"":0,""frac"":0.0},{""ZN"":3,""Ncov"":1778,""Nmod"":0,""frac"":0.0},{""ZN"":4,""Ncov"":1094,""Nmod"":6,""frac"":0.005484460694698354},{""ZN"":5,""Ncov"":544,""Nmod"":0,""frac"":0.0},{""ZN"":6,""Ncov"":319,""Nmod"":7,""frac"":0.0219435736677116}]"	2.321859399651162e-29
RIOK3	m	chr18	23453389	23453390	+	6	chi2_6x2_pc0.5	chi2	154.78574373200166	1.277932344526239e-31	0.029478	"[{""ZN"":1,""Ncov"":3802,""Nmod"":0,""frac"":0.0},{""ZN"":2,""Ncov"":1708,""Nmod"":0,""frac"":0.0},{""ZN"":3,""Ncov"":1418,""Nmod"":0,""frac"":0.0},{""ZN"":4,""Ncov"":824,""Nmod"":12,""frac"":0.014563106796116505},{""ZN"":5,""Ncov"":441,""Nmod"":13,""frac"":0.02947845804988662},{""ZN"":6,""Ncov"":264,""Nmod"":0,""frac"":0.0}]"	3.527642919212646e-29
RIOK3	19229	chr18	23463005	23463006	+	6	chi2_6x2_pc0.5	chi2	154.25796528315513	1.6554538036963137e-31	0.048951	"[{""ZN"":1,""Ncov"":3996,""Nmod"":7,""frac"":0.0017517517517517517},{""ZN"":2,""Ncov"":1756,""Nmod"":0,""frac"":0.0},{""ZN"":3,""Ncov"":1486,""Nmod"":14,""frac"":0.009421265141318977},{""ZN"":4,""Ncov"":871,""Nmod"":0,""frac"":0.0},{""ZN"":5,""Ncov"":478,""Nmod"":7,""frac"":0.014644351464435146},{""ZN"":6,""Ncov"":286,""Nmod"":14,""frac"":0.04895104895104895}]"	4.521150005158698e-29
RIOK3	17802	chr18	23481481	23481482	+	6	chi2_6x2_pc0.5	chi2	153.9721757480132	1.9045089623322246e-31	0.065217	"[{""ZN"":1,""Ncov"":5886,""Nmod"":96,""frac"":0.0163098878695209},{""ZN"":2,""Ncov"":1048,""Nmod"":67,""frac"":0.06393129770992366},{""ZN"":3,""Ncov"":1750,""Nmod"":25,""frac"":0.014285714285714285},{""ZN"":4,""Ncov"":368,""Nmod"":24,""frac"":0.06521739130434782},{""ZN"":5,""Ncov"":544,""Nmod"":0,""frac"":0.0},{""ZN"":6,""Ncov"":318,""Nmod"":0,""frac"":0.0}]"	5.146584640104512e-29
ALCAM	m	chr3	105367111	105367112	+	4	chi2_4x2_pc0.5	chi2	145.63581237358568	2.3020314216340077e-31	0.040936	"[{""ZN"":1,""Ncov"":3032,""Nmod"":0,""frac"":0.0},{""ZN"":2,""Ncov"":603,""Nmod"":0,""frac"":0.0},{""ZN"":3,""Ncov"":423,""Nmod"":0,""frac"":0.0},{""ZN"":4,""Ncov"":171,""Nmod"":7,""frac"":0.04093567251461988}]"	6.156015693352941e-29
ALCAM	19227	chr3	105520119	105520120	+	4	chi2_4x2_pc0.5	chi2	143.87966028812698	5.5062522505371675e-31	0.051181	"[{""ZN"":1,""Ncov"":3506,""Nmod"":7,""frac"":0.0019965772960638907},{""ZN"":2,""Ncov"":715,""Nmod"":0,""frac"":0.0},{""ZN"":3,""Ncov"":490,""Nmod"":0,""frac"":0.0},{""ZN"":4,""Ncov"":254,""Nmod"":13,""frac"":0.051181102362204724}]"	1.4572835853174242e-28
RIOK3	17802	chr18	23453415	23453416	+	6	chi2_6x2_pc0.5	chi2	151.1124244890875	7.739556485582469e-31	0.02439	"[{""ZN"":1,""Ncov"":3796,""Nmod"":0,""frac"":0.0},{""ZN"":2,""Ncov"":1670,""Nmod"":0,""frac"":0.0},{""ZN"":3,""Ncov"":1364,""Nmod"":0,""frac"":0.0},{""ZN"":4,""Ncov"":832,""Nmod"":0,""frac"":0.0},{""ZN"":5,""Ncov"":440,""Nmod"":0,""frac"":0.0},{""ZN"":6,""Ncov"":246,""Nmod"":6,""frac"":0.024390243902439025}]"	2.0274478989578893e-28
MXD1	a	chr2	69940324	69940325	+	3	chi2_3x2_pc0.5	chi2	138.33127556903034	9.15683045215689e-31	0.155361	"[{""ZN"":1,""Ncov"":2044,""Nmod"":102,""frac"":0.049902152641878667},{""ZN"":2,""Ncov"":766,""Nmod"":0,""frac"":0.0},{""ZN"":3,""Ncov"":457,""Nmod"":71,""frac"":0.15536105032822758}]"	2.374486377452239e-28
RIOK3	17596	chr18	23464096	23464097	+	6	chi2_6x2_pc0.5	chi2	149.86567697174667	1.4259953468734429e-30	0.069434	"[{""ZN"":1,""Ncov"":4077,""Nmod"":22,""frac"":0.005396124601422614},{""ZN"":2,""Ncov"":1771,""Nmod"":12,""frac"":0.006775832862789385},{""ZN"":3,""Ncov"":1551,""Nmod"":10,""frac"":0.006447453255963894},{""ZN"":4,""Ncov"":884,""Nmod"":12,""frac"":0.013574660633484163},{""ZN"":5,""Ncov"":489,""Nmod"":10,""frac"":0.02044989775051125},{""ZN"":6,""Ncov"":294,""Nmod"":22,""frac"":0.07482993197278912}]"	3.6608152544935026e-28
ALCAM	17802	chr3	105366891	105366892	+	3	chi2_3x2_pc0.5	chi2	136.79753328573403	1.971483188339651e-30	0.333333	"[{""ZN"":1,""Ncov"":390,""Nmod"":0,""frac"":0.0},{""ZN"":2,""Ncov"":60,""Nmod"":0,""frac"":0.0},{""ZN"":3,""Ncov"":21,""Nmod"":7,""frac"":0.3333333333333333}]"	5.011080832777774e-28
RIOK3	69426	chr18	23479330	23479331	+	6	chi2_6x2_pc0.5	chi2	147.0288011095376	5.72604582347588e-30	0.016667	"[{""ZN"":1,""Ncov"":5688,""Nmod"":0,""frac"":0.0},{""ZN"":2,""Ncov"":2855,""Nmod"":0,""frac"":0.0},{""ZN"":3,""Ncov"":1757,""Nmod"":0,""frac"":0.0},{""ZN"":4,""Ncov"":1084,""Nmod"":0,""frac"":0.0},{""ZN"":5,""Ncov"":524,""Nmod"":0,""frac"":0.0},{""ZN"":6,""Ncov"":300,""Nmod"":5,""frac"":0.016666666666666666}]"	1.4411671409830666e-27
RIOK3	69426	chr18	23466190	23466191	+	6	chi2_6x2_pc0.5	chi2	146.55362096921962	7.227009306305734e-30	0.018904	"[{""ZN"":1,""Ncov"":4393,""Nmod"":0,""frac"":0.0},{""ZN"":2,""Ncov"":1981,""Nmod"":0,""frac"":0.0},{""ZN"":3,""Ncov"":1676,""Nmod"":0,""frac"":0.0},{""ZN"":4,""Ncov"":992,""Nmod"":0,""frac"":0.0},{""ZN"":5,""Ncov"":529,""Nmod"":10,""frac"":0.01890359168241966},{""ZN"":6,""Ncov"":317,""Nmod"":0,""frac"":0.0}]"	1.801279445742532e-27
RIOK3	19227	chr18	23481665	23481666	+	4	chi2_4x2_pc0.5	chi2	138.05788776814967	9.91273529917889e-30	0.044025	"[{""ZN"":1,""Ncov"":5835,""Nmod"":13,""frac"":0.0022279348757497856},{""ZN"":3,""Ncov"":1754,""Nmod"":6,""frac"":0.0034207525655644243},{""ZN"":5,""Ncov"":534,""Nmod"":0,""frac"":0.0},{""ZN"":6,""Ncov"":318,""Nmod"":14,""frac"":0.0440251572327044}]"	2.4469205826973122e-27
RIOK3	m	chr18	23463060	23463061	+	6	chi2_6x2_pc0.5	chi2	145.31781905202712	1.323939509258511e-29	0.027484	"[{""ZN"":1,""Ncov"":4040,""Nmod"":0,""frac"":0.0},{""ZN"":2,""Ncov"":1744,""Nmod"":6,""frac"":0.0034403669724770644},{""ZN"":3,""Ncov"":1528,""Nmod"":0,""frac"":0.0},{""ZN"":4,""Ncov"":880,""Nmod"":0,""frac"":0.0},{""ZN"":5,""Ncov"":473,""Nmod"":13,""frac"":0.02748414376321353},{""ZN"":6,""Ncov"":286,""Nmod"":0,""frac"":0.0}]"	3.2369690553985236e-27
RIOK3	17596	chr18	23481253	23481254	+	6	chi2_6x2_pc0.5	chi2	144.94592316113508	1.5884657371702992e-29	0.015773	"[{""ZN"":1,""Ncov"":5903,""Nmod"":0,""frac"":0.0},{""ZN"":2,""Ncov"":3082,""Nmod"":0,""frac"":0.0},{""ZN"":3,""Ncov"":1785,""Nmod"":0,""frac"":0.0},{""ZN"":4,""Ncov"":1098,""Nmod"":0,""frac"":0.0},{""ZN"":5,""Ncov"":536,""Nmod"":0,""frac"":0.0},{""ZN"":6,""Ncov"":317,""Nmod"":5,""frac"":0.015772870662460567}]"	3.847084189116596e-27
ALCAM	m	chr3	105575966	105575967	+	3	chi2_3x2_pc0.5	chi2	132.51812958450893	1.6751503200652212e-29	0.048649	"[{""ZN"":1,""Ncov"":5503,""Nmod"":20,""frac"":0.0036343812465927674},{""ZN"":2,""Ncov"":894,""Nmod"":0,""frac"":0.0},{""ZN"":4,""Ncov"":370,""Nmod"":18,""frac"":0.04864864864864865}]"	4.0191083193190994e-27
RIOK3	a	chr18	23481927	23481928	+	4	chi2_4x2_pc0.5	chi2	136.79352569420325	1.856850182131168e-29	0.018868	"[{""ZN"":1,""Ncov"":5906,""Nmod"":0,""frac"":0.0},{""ZN"":3,""Ncov"":1789,""Nmod"":0,""frac"":0.0},{""ZN"":5,""Ncov"":530,""Nmod"":10,""frac"":0.018867924528301886},{""ZN"":6,""Ncov"":320,""Nmod"":0,""frac"":0.0}]"	4.413801655154754e-27
RIOK3	m	chr18	23467486	23467487	+	4	chi2_4x2_pc0.5	chi2	136.03102242810075	2.711165136424874e-29	0.070461	"[{""ZN"":1,""Ncov"":4582,""Nmod"":131,""frac"":0.02859013531209079},{""ZN"":2,""Ncov"":2104,""Nmod"":98,""frac"":0.04657794676806084},{""ZN"":3,""Ncov"":1686,""Nmod"":167,""frac"":0.09905100830367734},{""ZN"":4,""Ncov"":1017,""Nmod"":63,""frac"":0.061946902654867256}]"	6.3854157231467306e-27
