#chrom	tes_1based	strand	intron_chain_tx_order	n_introns	read_support	frac_global	polya_support_frac	median_mapq	median_tail_len	median_tail_purity	n_unique_chains	n_full_length_reads	included_trunc	sample_counts	chain_counts	kept
chr18	23481478	+	23453503-23462963;23463080-23463966;23464113-23464205;23464314-23464518;23464629-23466132;23466277-23467398;23467527-23473428;23473484-23474947;23475108-23477005;23477087-23477178;23477269-23479325;23479425-23481171	12	1	0.0002	1.0000	60.0	61.0	0.754	1	1	0	HornerLab_Z3pA_no_sample_id_20250213_1951_3G_PBC48550_1032943c_pod5_5genes:1	23453503-23462963;23463080-23463966;23464113-23464205;23464314-23464518;23464629-23466132;23466277-23467398;23467527-23473428;23473484-23474947;23475108-23477005;23477087-23477178;23477269-23479325;23479425-23481171:1	0
chr18	23481478	+	23453503-23462963;23463080-23463966;23464113-23464235;23464314-23464518;23464629-23466132;23466277-23467398;23467527-23473428;23473627-23474947;23475108-23477005;23477087-23477178;23477269-23479316;23479425-23481171	12	1	0.0002	1.0000	60.0	66.0	0.773	1	1	0	HornerLab_Z3pA_no_sample_id_20250213_1951_3G_PBC48550_1032943c_pod5_5genes:1	23453503-23462963;23463080-23463966;23464113-23464235;23464314-23464518;23464629-23466132;23466277-23467398;23467527-23473428;23473627-23474947;23475108-23477005;23477087-23477178;23477269-23479316;23479425-23481171:1	0
chr18	23481478	+	23453503-23462963;23463080-23463966;23464113-23464205;23464314-23464518;23464643-23466132;23466277-23467398;23467527-23473428;23473627-23474947;23475108-23477005;23477087-23477178;23477269-23479316;23479425-23481171	12	1	0.0002	1.0000	60.0	78.0	0.679	1	1	0	HornerLab_Z3pA_no_sample_id_20250213_1951_3G_PBC48550_1032943c_pod5_5genes:1	23453503-23462963;23463080-23463966;23464113-23464205;23464314-23464518;23464643-23466132;23466277-23467398;23467527-23473428;23473627-23474947;23475108-23477005;23477087-23477178;23477269-23479316;23479425-23481171:1	0
chr18	23481478	+	23453503-23462963;23463080-23463966;23464024-23464193;23464314-23464518;23464629-23466132;23466277-23467398;23467527-23473428;23473484-23474947;23475108-23477005;23477087-23477178;23477269-23479316;23479425-23481171	12	1	0.0002	1.0000	60.0	80.0	0.662	1	1	0	HornerLab_Z3pA_no_sample_id_20250213_1951_3G_PBC48550_1032943c_pod5_5genes:1	23453503-23462963;23463080-23463966;23464024-23464193;23464314-23464518;23464629-23466132;23466277-23467398;23467527-23473428;23473484-23474947;23475108-23477005;23477087-23477178;23477269-23479316;23479425-23481171:1	0
chr18	23481478	+	23453503-23462963;23463205-23463966;23464113-23464205;23464314-23464518;23464629-23466132;23466277-23467398;23467527-23473428;23473627-23474947;23475108-23477005;23477087-23477178;23477269-23479316;23479425-23481171	12	1	0.0002	1.0000	60.0	41.0	0.780	1	1	0	HornerLab_Z3pA_no_sample_id_20250213_1951_3G_PBC48550_1032943c_pod5_5genes:1	23453503-23462963;23463205-23463966;23464113-23464205;23464314-23464518;23464629-23466132;23466277-23467398;23467527-23473428;23473627-23474947;23475108-23477005;23477087-23477178;23477269-23479316;23479425-23481171:1	0
chr18	23481478	+	23453503-23462963;23463080-23463966;23464113-23464205;23464314-23464518;23464629-23466132;23466277-23467398;23467527-23473428;23473627-23474947;23475108-23477005;23477031-23479316;23479425-23481171	11	1	0.0002	0.0000	60.0	32.0	0.344	1	1	0	HornerLab_M2pA_no_sample_id_20250213_1949_3C_PBC17736_c6754256_pod5_5genes:1	23453503-23462963;23463080-23463966;23464113-23464205;23464314-23464518;23464629-23466132;23466277-23467398;23467527-23473428;23473627-23474947;23475108-23477005;23477031-23479316;23479425-23481171:1	0
chr18	23481478	+	23453503-23462963;23463080-23463966;23464314-23464518;23464629-23466132;23466277-23467398;23467527-23473428;23473484-23474947;23475115-23477005;23477087-23477178;23477269-23479316;23479425-23481171	11	1	0.0002	1.0000	60.0	32.0	1.000	1	1	0	HornerLab_Z1pA_no_sample_id_20250213_1950_3E_PBC48691_3a030c77_pod5_5genes:1	23453503-23462963;23463080-23463966;23464314-23464518;23464629-23466132;23466277-23467398;23467527-23473428;23473484-23474947;23475115-23477005;23477087-23477178;23477269-23479316;23479425-23481171:1	0
chr18	23481478	+	23453503-23462963;23463080-23463966;23464113-23464205;23464314-23464518;23464629-23466132;23466277-23467398;23467527-23473428;23473627-23474947;23475108-23477005;23477087-23477178;23477269-23481244	11	1	0.0002	1.0000	60.0	64.0	0.781	1	1	0	HornerLab_Z1pA_no_sample_id_20250213_1950_3E_PBC48691_3a030c77_pod5_5genes:1	23453503-23462963;23463080-23463966;23464113-23464205;23464314-23464518;23464629-23466132;23466277-23467398;23467527-23473428;23473627-23474947;23475108-23477005;23477087-23477178;23477269-23481244:1	0
chr18	23481478	+	23453503-23462963;23463080-23463966;23464113-23464205;23464314-23464518;23464629-23466132;23466277-23473435;23473627-23474947;23475108-23477005;23477087-23477178;23477269-23479316;23479425-23481171	11	1	0.0002	1.0000	60.0	66.0	0.727	1	1	0	HornerLab_Z1pA_no_sample_id_20250213_1950_3E_PBC48691_3a030c77_pod5_5genes:1	23453503-23462963;23463080-23463966;23464113-23464205;23464314-23464518;23464629-23466132;23466277-23473435;23473627-23474947;23475108-23477005;23477087-23477178;23477269-23479316;23479425-23481171:1	0
chr18	23481478	+	23453503-23462963;23463080-23463966;23464113-23464205;23464314-23464518;23464629-23466132;23466277-23473428;23473627-23474947;23475108-23477005;23477087-23477178;23477269-23479316;23479429-23481171	11	1	0.0002	1.0000	60.0	112.0	0.714	1	1	0	HornerLab_Z1pA_no_sample_id_20250213_1950_3E_PBC48691_3a030c77_pod5_5genes:1	23453503-23462963;23463080-23463966;23464113-23464205;23464314-23464518;23464629-23466132;23466277-23473428;23473627-23474947;23475108-23477005;23477087-23477178;23477269-23479316;23479429-23481171:1	0
chr18	23481478	+	23453503-23462963;23463080-23463966;23464113-23464205;23464314-23464518;23464629-23466132;23466277-23473428;23473484-23474947;23475108-23477005;23477087-23477198;23477269-23479316;23479425-23481175	11	1	0.0002	1.0000	60.0	35.0	1.000	1	1	0	HornerLab_Z1pA_no_sample_id_20250213_1950_3E_PBC48691_3a030c77_pod5_5genes:1	23453503-23462963;23463080-23463966;23464113-23464205;23464314-23464518;23464629-23466132;23466277-23473428;23473484-23474947;23475108-23477005;23477087-23477198;23477269-23479316;23479425-23481175:1	0
chr18	23481478	+	23453503-23462963;23463080-23463966;23464113-23464205;23464314-23464518;23464629-23466132;23466277-23473428;23473627-23474947;23475108-23477005;23477087-23477156;23477269-23479316;23479425-23481171	11	1	0.0002	1.0000	60.0	77.0	0.714	1	1	0	HornerLab_Z1pA_no_sample_id_20250213_1950_3E_PBC48691_3a030c77_pod5_5genes:1	23453503-23462963;23463080-23463966;23464113-23464205;23464314-23464518;23464629-23466132;23466277-23473428;23473627-23474947;23475108-23477005;23477087-23477156;23477269-23479316;23479425-23481171:1	0
chr18	23481478	+	23453503-23462963;23463080-23463966;23464314-23464518;23464629-23466132;23466277-23467398;23467527-23473428;23473484-23474947;23475108-23477005;23477087-23477178;23477269-23479316;23479425-23481175	11	1	0.0002	1.0000	60.0	193.0	0.710	1	1	0	HornerLab_Z1pA_no_sample_id_20250213_1950_3E_PBC48691_3a030c77_pod5_5genes:1	23453503-23462963;23463080-23463966;23464314-23464518;23464629-23466132;23466277-23467398;23467527-23473428;23473484-23474947;23475108-23477005;23477087-23477178;23477269-23479316;23479425-23481175:1	0
chr18	23481478	+	23463080-23463795;23463836-23463966;23464314-23464518;23464629-23466132;23466277-23467398;23467527-23473428;23473484-23474947;23475108-23477005;23477087-23477178;23477269-23479316;23479425-23481171	11	1	0.0002	1.0000	60.0	69.0	0.739	1	1	0	HornerLab_Z1pA_no_sample_id_20250213_1950_3E_PBC48691_3a030c77_pod5_5genes:1	23463080-23463795;23463836-23463966;23464314-23464518;23464629-23466132;23466277-23467398;23467527-23473428;23473484-23474947;23475108-23477005;23477087-23477178;23477269-23479316;23479425-23481171:1	0
chr18	23481478	+	23453507-23462963;23463080-23463966;23464113-23464205;23464314-23464518;23464629-23466132;23466277-23473428;23473484-23474947;23475108-23477005;23477087-23477178;23477269-23479316;23479425-23481171	11	1	0.0002	1.0000	60.0	62.0	0.742	1	1	0	HornerLab_Z2pA_no_sample_id_20250213_1951_3F_PBC38885_f4e4aacc_pod5_5genes:1	23453507-23462963;23463080-23463966;23464113-23464205;23464314-23464518;23464629-23466132;23466277-23473428;23473484-23474947;23475108-23477005;23477087-23477178;23477269-23479316;23479425-23481171:1	0
chr18	23481478	+	23453525-23462963;23463080-23463966;23464113-23464205;23464314-23464518;23464629-23466132;23466277-23473428;23473484-23474947;23475108-23477017;23477087-23477178;23477269-23479316;23479425-23481171	11	1	0.0002	1.0000	60.0	69.0	0.754	1	1	0	HornerLab_Z2pA_no_sample_id_20250213_1951_3F_PBC38885_f4e4aacc_pod5_5genes:1	23453525-23462963;23463080-23463966;23464113-23464205;23464314-23464518;23464629-23466132;23466277-23473428;23473484-23474947;23475108-23477017;23477087-23477178;23477269-23479316;23479425-23481171:1	0
chr18	23481478	+	23453503-23462963;23463080-23463966;23464113-23464205;23464314-23464518;23464629-23466132;23466277-23467398;23467527-23474947;23475108-23477005;23477087-23477178;23477269-23479316;23479425-23481171	11	1	0.0002	1.0000	60.0	135.0	0.644	1	1	0	HornerLab_Z3pA_no_sample_id_20250213_1951_3G_PBC48550_1032943c_pod5_5genes:1	23453503-23462963;23463080-23463966;23464113-23464205;23464314-23464518;23464629-23466132;23466277-23467398;23467527-23474947;23475108-23477005;23477087-23477178;23477269-23479316;23479425-23481171:1	0
chr18	23481478	+	23453503-23462963;23463080-23463966;23464113-23464205;23464314-23464518;23464629-23466132;23466277-23467398;23467527-23473428;23473484-23474947;23475108-23477005;23477269-23479316;23479425-23481175	11	1	0.0002	1.0000	60.0	197.0	0.665	1	1	0	HornerLab_Z3pA_no_sample_id_20250213_1951_3G_PBC48550_1032943c_pod5_5genes:1	23453503-23462963;23463080-23463966;23464113-23464205;23464314-23464518;23464629-23466132;23466277-23467398;23467527-23473428;23473484-23474947;23475108-23477005;23477269-23479316;23479425-23481175:1	0
chr18	23481478	+	23453503-23462963;23463080-23464205;23464314-23464518;23464629-23466132;23466277-23473428;23473484-23474947;23475108-23477005;23477087-23477178;23477269-23479316;23479425-23481171	10	1	0.0002	1.0000	60.0	31.0	1.000	1	1	0	HornerLab_Z1pA_no_sample_id_20250213_1950_3E_PBC48691_3a030c77_pod5_5genes:1	23453503-23462963;23463080-23464205;23464314-23464518;23464629-23466132;23466277-23473428;23473484-23474947;23475108-23477005;23477087-23477178;23477269-23479316;23479425-23481171:1	0
chr18	23481478	+	23453503-23462963;23463080-23463966;23464314-23464518;23464629-23466132;23466277-23467398;23467527-23474947;23475108-23477005;23477087-23477178;23477269-23479316;23479425-23481171	10	1	0.0002	1.0000	60.0	53.0	0.604	1	1	0	HornerLab_Z1pA_no_sample_id_20250213_1950_3E_PBC48691_3a030c77_pod5_5genes:1	23453503-23462963;23463080-23463966;23464314-23464518;23464629-23466132;23466277-23467398;23467527-23474947;23475108-23477005;23477087-23477178;23477269-23479316;23479425-23481171:1	0
chr18	23481478	+	23453503-23462963;23463080-23463966;23464113-23464205;23464314-23464518;23464629-23466132;23466277-23467398;23467527-23477005;23477087-23477178;23477269-23479316;23479425-23481171	10	1	0.0002	1.0000	60.0	17.0	1.000	1	1	0	HornerLab_Z1pA_no_sample_id_20250213_1950_3E_PBC48691_3a030c77_pod5_5genes:1	23453503-23462963;23463080-23463966;23464113-23464205;23464314-23464518;23464629-23466132;23466277-23467398;23467527-23477005;23477087-23477178;23477269-23479316;23479425-23481171:1	0
chr18	23481478	+	23453503-23462963;23463080-23463966;23464113-23464205;23464314-23464518;23464629-23466132;23466277-23473428;23473484-23474947;23475108-23477005;23477269-23479316;23479425-23481171	10	1	0.0002	1.0000	60.0	28.0	1.000	1	1	0	HornerLab_Z1pA_no_sample_id_20250213_1950_3E_PBC48691_3a030c77_pod5_5genes:1	23453503-23462963;23463080-23463966;23464113-23464205;23464314-23464518;23464629-23466132;23466277-23473428;23473484-23474947;23475108-23477005;23477269-23479316;23479425-23481171:1	0
chr18	23481478	+	23453503-23462963;23463080-23463966;23464113-23464205;23464314-23464518;23464629-23466132;23466277-23473428;23473484-23474947;23475108-23477005;23477087-23477178;23477269-23481171	10	1	0.0002	1.0000	60.0	29.0	0.793	1	1	0	HornerLab_Z1pA_no_sample_id_20250213_1950_3E_PBC48691_3a030c77_pod5_5genes:1	23453503-23462963;23463080-23463966;23464113-23464205;23464314-23464518;23464629-23466132;23466277-23473428;23473484-23474947;23475108-23477005;23477087-23477178;23477269-23481171:1	0
chr18	23481478	+	23464113-23464205;23464314-23464518;23464629-23466132;23466277-23467398;23467527-23473428;23473484-23474947;23475108-23477005;23477087-23477198;23477269-23479316;23479425-23481171	10	1	0.0002	1.0000	60.0	62.0	0.677	1	1	0	HornerLab_Z1pA_no_sample_id_20250213_1950_3E_PBC48691_3a030c77_pod5_5genes:1	23464113-23464205;23464314-23464518;23464629-23466132;23466277-23467398;23467527-23473428;23473484-23474947;23475108-23477005;23477087-23477198;23477269-23479316;23479425-23481171:1	0
chr18	23481478	+	23453503-23462963;23463080-23463966;23464113-23464205;23464314-23464518;23464629-23466132;23466277-23473428;23473627-23474947;23475108-23477005;23477087-23477178;23477269-23481171	10	1	0.0002	1.0000	60.0	116.0	0.724	1	1	0	HornerLab_Z2pA_no_sample_id_20250213_1951_3F_PBC38885_f4e4aacc_pod5_5genes:1	23453503-23462963;23463080-23463966;23464113-23464205;23464314-23464518;23464629-23466132;23466277-23473428;23473627-23474947;23475108-23477005;23477087-23477178;23477269-23481171:1	0
chr18	23481478	+	23453503-23462963;23463080-23463966;23464314-23464518;23464629-23466132;23466277-23473428;23473627-23474947;23475108-23477005;23477087-23477178;23477269-23479316;23479425-23481171	10	1	0.0002	1.0000	60.0	59.0	0.746	1	1	0	HornerLab_Z3pA_no_sample_id_20250213_1951_3G_PBC48550_1032943c_pod5_5genes:1	23453503-23462963;23463080-23463966;23464314-23464518;23464629-23466132;23466277-23473428;23473627-23474947;23475108-23477005;23477087-23477178;23477269-23479316;23479425-23481171:1	0
chr18	23481478	+	23464113-23464205;23464314-23464518;23464629-23466132;23466277-23467398;23467501-23474947;23475108-23477005;23477087-23477178;23477269-23479316;23479425-23481171	9	1	0.0002	1.0000	60.0	27.0	0.667	1	1	0	HornerLab_Z2pA_no_sample_id_20250213_1951_3F_PBC38885_f4e4aacc_pod5_5genes:1	23464113-23464205;23464314-23464518;23464629-23466132;23466277-23467398;23467501-23474947;23475108-23477005;23477087-23477178;23477269-23479316;23479425-23481171:1	0
chr18	23481478	+	23464629-23466132;23466277-23467398;23467527-23473428;23473627-23474947;23475108-23477005;23477087-23477178;23477269-23481175	7	1	0.0002	1.0000	60.0	35.0	0.914	1	1	0	HornerLab_M2pA_no_sample_id_20250213_1949_3C_PBC17736_c6754256_pod5_5genes:1	23464629-23466132;23466277-23467398;23467527-23473428;23473627-23474947;23475108-23477005;23477087-23477178;23477269-23481175:1	0
chr18	23481478	+	23466277-23467398;23467527-23473428;23473591-23475033;23475108-23477005;23477087-23477178;23477269-23479316;23479425-23481171	7	1	0.0002	1.0000	60.0	73.0	0.712	1	1	0	HornerLab_Z1pA_no_sample_id_20250213_1950_3E_PBC48691_3a030c77_pod5_5genes:1	23466277-23467398;23467527-23473428;23473591-23475033;23475108-23477005;23477087-23477178;23477269-23479316;23479425-23481171:1	0
chr18	23481478	+	23467527-23473428;23473627-23474947;23475108-23477005;23477087-23477178;23477269-23479316;23479425-23479597;23479720-23481171	7	1	0.0002	1.0000	60.0	80.0	0.713	1	1	0	HornerLab_Z1pA_no_sample_id_20250213_1950_3E_PBC48691_3a030c77_pod5_5genes:1	23467527-23473428;23473627-23474947;23475108-23477005;23477087-23477178;23477269-23479316;23479425-23479597;23479720-23481171:1	0
chr18	23481478	+	23453503-23462963;23463080-23473428;23473484-23474947;23475108-23477005;23477087-23477178;23477269-23479316;23479425-23481171	7	1	0.0002	1.0000	60.0	113.0	0.708	1	1	0	HornerLab_Z2pA_no_sample_id_20250213_1951_3F_PBC38885_f4e4aacc_pod5_5genes:1	23453503-23462963;23463080-23473428;23473484-23474947;23475108-23477005;23477087-23477178;23477269-23479316;23479425-23481171:1	0
chr18	23481478	+	23453503-23462963;23463080-23463966;23464113-23464205;23464314-23464518;23464629-23466132;23466277-23467398;23467517-23481411	7	1	0.0002	1.0000	60.0	186.0	0.694	1	1	0	HornerLab_Z3pA_no_sample_id_20250213_1951_3G_PBC48550_1032943c_pod5_5genes:1	23453503-23462963;23463080-23463966;23464113-23464205;23464314-23464518;23464629-23466132;23466277-23467398;23467517-23481411:1	0
chr18	23481478	+	23467481-23473428;23473484-23474947;23475108-23477005;23477087-23477178;23477269-23479316;23479425-23481171	6	1	0.0002	1.0000	60.0	32.0	0.938	1	1	0	HornerLab_Z3pA_no_sample_id_20250213_1951_3G_PBC48550_1032943c_pod5_5genes:1	23467481-23473428;23473484-23474947;23475108-23477005;23477087-23477178;23477269-23479316;23479425-23481171:1	0
chr18	23481478	+	23467527-23473428;23473484-23474947;23475108-23477005;23477087-23477178;23477260-23479316;23479425-23481171	6	1	0.0002	0.0000	60.0	40.0	0.400	1	1	0	HornerLab_Z3pA_no_sample_id_20250213_1951_3G_PBC48550_1032943c_pod5_5genes:1	23467527-23473428;23473484-23474947;23475108-23477005;23477087-23477178;23477260-23479316;23479425-23481171:1	0
chr18	23481478	+	23467527-23473428;23473627-23474947;23475011-23477005;23477087-23477178;23477269-23479316;23479425-23481171	6	1	0.0002	1.0000	60.0	41.0	0.732	1	1	0	HornerLab_Z3pA_no_sample_id_20250213_1951_3G_PBC48550_1032943c_pod5_5genes:1	23467527-23473428;23473627-23474947;23475011-23477005;23477087-23477178;23477269-23479316;23479425-23481171:1	0
chr18	23481478	+	23453503-23462963;23463080-23463966;23464113-23464205;23464314-23479316;23479425-23481171	5	1	0.0002	1.0000	60.0	202.0	0.614	1	1	0	HornerLab_Z2pA_no_sample_id_20250213_1951_3F_PBC38885_f4e4aacc_pod5_5genes:1	23453503-23462963;23463080-23463966;23464113-23464205;23464314-23479316;23479425-23481171:1	0
chr18	23481478	+	23453503-23462963;23463080-23467398;23467527-23473428;23475108-23477005;23479425-23481171	5	1	0.0002	1.0000	60.0	174.0	0.690	1	1	0	HornerLab_Z2pA_no_sample_id_20250213_1951_3F_PBC38885_f4e4aacc_pod5_5genes:1	23453503-23462963;23463080-23467398;23467527-23473428;23475108-23477005;23479425-23481171:1	0
chr18	23481478	+	23479425-23481087	1	1	0.0002	1.0000	60.0	26.0	1.000	1	1	0	HornerLab_Z1pA_no_sample_id_20250213_1950_3E_PBC48691_3a030c77_pod5_5genes:1	23479425-23481087:1	0
chr18	23481478	+	23473641-23481414	1	1	0.0002	1.0000	60.0	84.0	0.762	1	1	0	HornerLab_Z2pA_no_sample_id_20250213_1951_3F_PBC38885_f4e4aacc_pod5_5genes:1	23473641-23481414:1	0
chr18	23481516	+	23453503-23462963;23463080-23463966;23464113-23464205;23464314-23464518;23464629-23466132;23466277-23467398;23467527-23473428;23473627-23474947;23475108-23477005;23477087-23477178;23477269-23479316;23479425-23481171	12	7	0.0016	1.0000	60.0	54.0	0.765	3	4	1	HornerLab_M2pA_no_sample_id_20250213_1949_3C_PBC17736_c6754256_pod5_5genes:1|HornerLab_Z1pA_no_sample_id_20250213_1950_3E_PBC48691_3a030c77_pod5_5genes:1|HornerLab_Z2pA_no_sample_id_20250213_1951_3F_PBC38885_f4e4aacc_pod5_5genes:4|HornerLab_Z3pA_no_sample_id_20250213_1951_3G_PBC48550_1032943c_pod5_5genes:1	23453503-23462963;23463080-23463966;23464113-23464205;23464314-23464518;23464629-23466132;23466277-23467398;23467527-23473428;23473627-23474947;23475108-23477005;23477087-23477178;23477269-23479316;23479425-23481171:4|23477087-23477178;23477269-23479316;23479425-23481171:1|23479425-23481171:2	0
